Production,Land,Labor,N,P,K,Pesticides,fert
7.268920128193722,14.530664307903859,12.698375782270675,11.408753132032544,3.1780538303479458,5.351858133476067,6.366470447731438,11.411335609208596
7.780303087908373,15.307560581661162,14.078027887639765,10.819798284210286,9.90353755128617,8.517393171418904,5.0106352940962555,11.225256725762893
7.597897950521784,15.309896925821283,14.0849489722957,10.434145214930487,9.61587214452889,8.517393171418904,5.0106352940962555,10.896757843893464
7.527255919373784,15.339107535446873,14.098907462183146,9.90353755128617,7.901377353792616,6.90875477931522,5.0106352940962555,10.073272520325904
7.987184748233473,15.372581125741068,14.102740778346282,9.664722620318962,7.356279876550748,7.5256399750415355,5.0106352940962555,9.861153999520049
8.034955024502159,15.374623338768922,14.124813456727345,9.440419814291506,5.583496308781699,7.090076835776092,5.0106352940962555,9.55044884660634
8.053887083618223,15.37468643355561,14.15492987624258,9.885629034234816,5.869296913133774,7.623153068476902,5.0106352940962555,10.000750370156338
8.156797046675651,15.375464275445285,14.181518018185674,9.774289614064447,8.07558263667172,8.252706676567644,5.0106352940962555,10.111598681016376
8.166784289056151,15.37491774705351,14.217411990383166,9.921180112067047,7.650168700845001,7.652545692693921,5.0106352940962555,10.10895581217033
8.192570471152173,15.375022871867248,14.216420641012672,9.728181330636078,7.187657164114956,7.388946097618437,5.0106352940962555,9.889540746403503
8.236685322712457,15.375064918698595,14.272635359994148,10.297925416795092,8.704668113450987,8.0861025356691,5.575949103146316,10.570008377028364
8.29154650988391,15.375191048586057,14.261654290315667,9.866719828343914,7.890208213109961,8.066835314417336,5.75890177387728,10.13197679017509
8.259458195332408,15.377185987983108,14.287536515924108,9.458215559509576,7.665284718471351,8.246171559857563,5.814130531825066,9.839322295060342
8.316789127071518,15.377584498732755,14.299707360897905,10.021848199120974,8.044305406990638,8.22764270790443,6.137727054086234,10.287729024192666
8.369388996647842,15.37750061492939,14.314026932816295,10.223467391287071,8.709795057617749,7.8567067930958405,6.248042874508429,10.496399947300228
8.402231172946555,15.37781514291669,14.3177847220005,10.142150059508008,9.212138753917563,8.01565761455734,6.19644412779452,10.556723781783232
8.357493812658563,15.37779417746168,14.327890972416563,10.544235564296866,9.770298958292383,8.64979915596426,6.278521424165844,11.021428499985934
8.423980809694058,15.37781514291669,14.334455530427505,11.404593873367448,8.419359831067474,8.41027590907016,6.274762021241939,11.500427692140248
8.454892165218858,15.37848580549985,14.353106828832523,11.368881869386252,6.218600119691729,7.170888478512505,6.298949246855942,11.389468865042993
8.502688505213357,15.379428164411038,14.36754280627091,11.180106546846918,7.1929342212158,8.241703159729818,6.298949246855942,11.249142194189323
8.564649132572534,15.37984670571284,14.379281700443174,11.686332404374609,1.3862943611198906,9.031692060548524,6.298949246855942,11.754309639974188
9.191565216649849,16.155969399669853,14.309823189646048,13.3198428043634,12.372878622494094,11.386863251306583,7.144407180321139,13.746827995469364
9.209039526243135,16.149594414916912,17.000398068772355,13.466805200907274,12.285812230343542,11.316922746420394,7.160845906664299,13.819901901884347
9.220389707829185,16.071947099655343,17.02134268244132,13.477658770199817,12.26443117227979,11.204292105765516,7.282073658093465,13.814272792248248
9.215725844252521,16.06110203530311,17.039747705225004,13.505668762447428,11.916535520197913,11.03973275601109,7.305188215393037,13.759558005017045
9.186969385652942,16.05174225726873,17.05566392191133,13.596783489615818,11.940941055547057,11.433968833968516,7.3752557780097545,13.863698636154409
9.21890360263667,16.05345056414283,17.0680279073707,13.756822622060419,11.970356641102999,11.451060699493427,7.440146680662688,13.993657580167481
9.274628861858545,16.048424084924605,17.07485036127262,13.811573819166632,11.673819074350563,11.669937760751914,7.560080465021827,14.022952278212125
9.294405747093851,16.052490000640887,17.107082527397914,13.683807207737356,11.66822691098345,11.659628479662329,7.618742377670413,13.919150494274021
9.323579767582693,16.059830848825914,17.137224953057583,13.690515200933422,11.991647230585656,11.748795687555171,7.634820677745543,13.972942420248492
9.442721128642875,16.06532769083817,17.16299034056452,13.830104545779648,12.242409396366712,11.874793899360315,7.837159650001675,14.12717840789148
9.500843461614666,16.056220353623207,17.18731850337499,13.81135493531276,12.430603234462804,11.211833885608513,8.061802274538348,14.09329304077553
9.484100989086919,16.056539451608245,17.171353362065002,13.86833637743514,12.425176046416656,11.894015909936737,8.112527763478637,14.186814770425189
9.50822026940441,16.051207812334248,17.149152891119286,13.891605483389712,12.681558097095134,11.957726664190766,8.344505083590521,14.25816868381453
9.532641238823578,16.04853129477652,17.124315346191405,13.765627847183088,12.20740675520997,12.026174150748965,8.605936401250625,14.092139519224107
9.515985144802135,16.047995130540436,17.097162063579557,13.768460878272613,12.516637156610201,12.000897933306716,8.853236764745898,14.144654580121303
9.646528652727188,16.04670716227051,17.061214391888853,13.808816200671547,12.696840449441133,12.406360995180208,8.998631198287637,14.2630071688426
9.668334677096187,16.043372212521,17.02435156201013,13.909813867408356,12.606897001988743,11.7347641653366,9.149953221961088,14.23575852584813
9.722624930978418,16.041862452880157,17.03806532721011,13.862878759242548,12.453131922370279,11.82628259408539,9.29798488182823,14.181096282710222
9.788974165747367,16.040458489304218,17.047407163343692,14.067825263578738,11.605513761992055,12.010063844310778,9.42577428022034,14.260901899518506
9.782956995898381,16.03970169168518,17.04971804987242,13.960597428148002,12.044846997030952,11.890950857319611,9.529303064460995,14.202335003433777
9.84845041660622,16.03916077108357,17.077913234326637,13.969784944425266,12.598408609039414,12.187435039333295,9.491903763419787,14.321847924556055
9.894396352524348,16.026857280077067,17.07539779941124,14.0583163345619,12.89857211637146,12.57487722707543,9.602314889901848,14.49037207006397
9.906532910722088,16.02598047169963,17.07280696827663,13.937534366596113,13.122405376522353,12.815297310017613,9.494767151707292,14.507457518548296
9.935228438320191,16.02466381595935,17.070490590878528,13.921437812994998,13.123324914978873,12.744321783723706,9.637632201310455,14.485809187107419
9.977666950710379,16.023675185241007,17.074695541875094,14.022736899960352,13.244370368476156,12.754774810223829,9.671429383832344,14.576942826258001
10.01045677353337,16.030601357383244,17.07420945299388,14.093854919373046,13.315857290351518,12.85840043573314,9.50039462857302,14.653485523476325
10.005863619152995,16.034084604834806,17.073433003909532,13.974479042083527,13.366847196768436,12.985858425273403,9.574219304763417,14.62509809541298
10.083222433433315,16.033336027776222,17.080887567380973,14.03097751951576,13.372594330048546,13.067698088438327,9.625425723461337,14.672476248201741
10.093239766820611,16.034964119442954,17.07300318289772,14.101126246915467,13.47335962804164,12.981723349624996,9.625425723461337,14.721840242927845
5.736572297479192,13.190023895035274,12.003080925239306,6.664409020350408,5.181783550292085,4.820281565605037,1.0986122886681098,6.988413181999592
5.746203190540153,13.19375523568666,12.046930361683625,6.669498089857879,5.214935757608986,4.859812404361672,1.791759469228055,7.002155954403621
5.849324779946859,13.277657974137664,12.060919697763369,6.70808408385307,5.3612921657094255,4.941642422609304,2.0794415416798357,7.064759027791802
6.035481432524756,13.292951364319082,12.09307190644293,6.78897174299217,5.402677381872279,5.043425116919247,1.0986122886681098,7.141245122350491
6.104793232414985,13.265599278590988,12.130357228282396,6.645090969505644,5.53338948872752,4.897839799950911,1.9459101490553132,7.050989447068045
6.07993319509559,13.241036683319184,12.147102591660957,6.68586094706836,5.541263545158426,5.1647859739235145,2.0794415416798357,7.113956109566034
5.8971538676367405,13.164082889035578,12.159232578684355,6.652863029353347,5.484796933490655,5.030437921392435,1.9459101490553132,7.062191632286556
5.908082938168931,13.161586013632684,12.155126659245234,7.3833681469923835,6.163314804034641,5.752572638825633,1.9459101490553132,7.781973234434385
5.953243334287785,13.161586013632684,12.131602300034855,6.532334292222349,5.262690188904886,4.890349128221754,2.0794415416798357,6.918695219020472
6.0867747269123065,13.160816488334081,12.13600419581629,6.740519359606223,5.616771097666572,5.247024072160486,2.302585092994046,7.1770187659099
5.998936561946683,13.160816488334081,12.098231277323094,6.655440350367647,5.153291594497779,4.820281565605037,2.0794415416798357,6.977281341630747
5.950642552587727,13.160816488334081,12.089330942498725,6.63200177739563,5.58724865840025,5.272999558563747,1.791759469228055,7.105786129481271
5.958424693029782,13.172297648738247,12.09350287217663,6.7912214627261855,5.736572297479192,5.420534999272286,1.3862943611198906,7.261225091971921
5.940171252720432,13.172297648738247,12.191613615752553,6.825460036255307,5.780743515792329,5.4680601411351315,2.4849066497880004,7.299797366758161
6.077642243349034,13.159661088928443,12.20061779484721,6.675823221634848,5.749392985908253,5.3981627015177525,2.5649493574615367,7.189922170745808
6.052089168924417,13.148033073468746,12.21310784041117,7.150701457592526,7.374001859350161,2.772588722239781,1.3862943611198906,7.966239776559467
6.030685260261263,13.148033073468746,12.223229619306663,7.944492163932159,5.860786223465865,5.365976015021851,1.6094379124341003,8.12651816878071
3.6109179126442243,9.305741456739435,14.309823189646048,7.244941546337007,7.244941546337007,7.244941546337007,1.0986122886681098,8.343077871169383
3.6888794541139363,9.305741456739435,7.6984827878809465,7.244941546337007,7.313886831633462,7.313886831633462,1.0986122886681098,8.38958706681109
3.871201010907891,9.305741456739435,7.669028288589683,7.313886831633462,7.313886831633462,7.313886831633462,1.0986122886681098,8.412054873292933
4.74493212836325,9.305741456739435,7.442492722794441,2.995732273553991,2.4849066497880004,6.466144724237619,1.0986122886681098,6.511745329644728
4.736198448394496,9.305741456739435,7.4109518755836366,4.3694478524670215,4.02535169073515,4.276666119016055,1.0986122886681098,5.3230099791384085
4.718498871295094,9.305741456739435,7.38025578842646,4.624972813284271,4.605170185988092,4.6443908991413725,1.0986122886681098,5.717027701406222
4.48863636973214,9.305741456739435,7.348587530927593,5.703782474656201,4.9344739331306915,5.198497031265826,1.0986122886681098,6.42648845745769
4.812184355372417,9.239996256883693,7.300472814267799,4.418840607796598,3.9318256327243257,0.0,2.3978952727983707,4.890349128221754
4.852030263919617,9.34145634983372,7.260522598089852,6.093569770045136,5.8289456176102075,5.860786223465865,2.70805020110221,7.0317412587631285
4.882801922586371,9.34145634983372,7.221835825288449,4.844187086458591,4.543294782270004,4.787491742782046,1.9459101490553132,5.82600010738045
4.897839799950911,9.503084610020228,7.170119543449628,5.153291594497779,4.787491742782046,4.804021044733257,3.367295829986474,6.023447592961033
4.941642422609304,9.503084610020228,7.122866658599083,6.405228458030842,6.315358001522335,6.349138991379798,3.6635616461296463,7.454719949364001
5.003946305945459,9.503084610020228,7.080026499922591,5.575949103146316,4.330733340286331,4.890349128221754,2.302585092994046,6.154858094016418
5.0238805208462765,9.503084610020228,7.037027614686276,5.683579767338681,4.394449154672439,4.406719247264253,1.0986122886681098,6.12029741895095
5.087596335232384,9.575052927597383,6.994849985833071,4.2626798770413155,4.343805421853684,4.356708826689592,2.5649493574615367,5.4116460518550396
5.0369526024136295,9.575052927597383,6.953684210870537,5.497168225293202,5.4510384535657,5.459585514144159,3.091042453358316,6.565264970035361
5.0238805208462765,9.575052927597383,7.261927092702751,5.497168225293202,5.4510384535657,5.459585514144159,3.091042453358316,6.565264970035361
5.0689042022202315,9.575052927597383,7.56734567601324,5.497168225293202,5.4510384535657,5.459585514144159,3.091042453358316,6.565264970035361
5.049856007249537,9.575052927597383,7.8709295967551425,5.497168225293202,5.4510384535657,5.459585514144159,3.091042453358316,6.565264970035361
5.043425116919247,9.575052927597383,7.893572073504902,5.497168225293202,5.4510384535657,5.459585514144159,3.091042453358316,6.565264970035361
13.07532837204213,20.041442303215362,14.309823189646048,16.788884792938088,15.582430908037061,14.437752861748143,13.548033646160336,17.121433462518088
13.120427504811543,20.05262155818714,19.788640781340614,16.809766792708757,15.8012320424245,14.692769774786058,13.548033646160336,17.205279584032635
13.168273206913527,20.058344533785053,19.783971831869238,16.82755904519401,15.75007097031178,14.484365558250126,13.59133522454593,17.189747792287875
13.237590259994413,20.06591621144456,19.760419533090957,16.70606568793564,15.528353254860077,14.241628258842987,13.646856375645555,17.037553402527198
13.282362635193792,20.07477266128755,19.734327333998152,16.768335382699053,15.80734977535224,14.671202092698785,13.793829206971402,17.177343250775813
13.371199626422895,20.07477266128755,19.70461478709488,16.984418567504044,16.00287569031708,14.875728805025338,13.898973563590525,17.387299889427155
13.415385168151595,20.074847252113727,19.686459495584348,17.045326362435596,15.909594499564022,14.767554845495543,13.947251724089162,17.398584980971364
13.460285990292627,20.0748477302421,19.68304390280095,16.948815466063518,16.04304888442887,15.045151401436407,13.994047461986359,17.389167161973198
13.510131479838357,20.07484820837025,19.687533959886732,16.946079665433402,16.062265871739424,15.064265791923795,14.023905886929576,17.39429611719071
13.54663715494389,20.074848686498164,19.701483297462687,16.999463661664798,16.002348154685247,15.03634077434184,14.094369571453116,17.411150215051585
13.572643776201872,20.074849164625856,19.710831560115633,16.91285895066501,15.96840014873936,15.059377214219358,14.06200650710896,17.34825855096499
13.592575734864814,20.075984252935893,19.710152699680968,16.925584976315953,16.000052606502578,15.210852614962153,14.0583163345619,17.380685746112157
13.63320300107232,20.077118056189313,19.71356422121295,17.03602240382002,16.14143769340269,15.374330526857463,14.08728121253516,17.505147450149554
13.640528401757082,20.07825057348263,19.701179436415764,17.04228812170375,16.082646799383042,15.354902759155818,14.097094323483452,17.49210994474529
13.697855889068526,20.079381811535168,19.664716956264535,17.082499517869397,16.188552530262662,15.512195502952384,14.141953382034016,17.56308441928725
13.72994831229466,20.080511769432338,19.62507957351666,17.097805365020115,16.25732475574857,15.779706357958196,14.19394767861579,17.62793148053451
13.7565702044713,20.081640453865198,19.58144983534215,17.120361306222925,16.292963077961968,15.638829415922315,14.245343673138608,17.629870744301286
13.78288612146421,20.082767863908188,19.543850045773755,17.147072290173405,16.147229702812012,15.934771671907013,14.299787462639484,17.65716725631731
13.840489958695288,20.083894006224313,19.51487829197769,17.161575636543024,16.188305714699464,15.614673718770664,14.329711080347867,17.62578245929779
13.857101536740334,20.085018879877193,19.47719654920083,17.18147218795681,16.365008618116185,15.393611351889334,14.351419547235064,17.657277458647915
13.88119810621728,20.084793000478275,19.44309668183414,17.200979087229978,16.472930893684044,15.802521519809273,14.379687926055311,17.749001098078455
13.91463527135767,20.084742440431153,19.39379620199893,17.221069115857457,16.431128899587666,16.008755114403396,14.396050472931426,17.781473132304953
13.949550946028637,20.08459055555307,19.362250226848097,17.23755906933937,16.44081155881055,16.036563309330838,14.40662556666877,17.798138465526172
13.963811590488348,20.084600025359425,19.297393840103958,17.24304813729223,16.43743582543346,15.989933248050814,14.404331687623179,17.79257197831227
13.976320728364422,20.084399056827184,19.237012806114667,17.248906232691475,16.406308407572347,16.203132237665866,14.407179122977643,17.826648224244988
14.00209385396668,20.0842880427535,19.206461420647557,17.24287841898314,16.35256086964154,16.277488850447906,14.382528028594821,17.82585355462117
14.00322919097228,20.084140636422845,19.176331448321665,17.229556113877326,16.441003303173616,16.18998859317208,14.382528028594821,17.821838019444296
14.016630970470374,20.08410103384708,19.1501570427625,17.201424811988478,16.108451495228763,16.166882481788864,14.382528028594821,17.726512582368628
14.022282421572163,20.08410103384708,19.117113700433364,17.152754953696324,15.862896515535224,16.183979267049928,14.382528028594821,17.656469627302407
6.541029999189903,11.986678307125475,14.309823189646048,9.443275825752862,9.028578658440741,7.480992162869525,7.689828668736484,10.031572892299346
6.450470422144176,11.977922833779727,10.680378276528932,9.415157006597509,8.996032669324372,7.497207223203318,7.586803535162581,10.0053670163573
6.582025138892826,11.980432229642377,10.66501741845733,9.680344001221918,9.19023970026918,7.848153086199526,7.436617265234227,10.252734980646064
6.650279048587422,11.974777207691876,10.660008513686648,9.582800078470363,9.17926241640532,7.605392364814935,7.623153068476902,10.17404889817949
6.582025138892826,11.87340018062404,10.621010222237388,9.575330647518628,9.196038587265322,7.627544390488503,7.831617276352611,10.17789439778788
6.710523109452428,11.871305953640322,10.60797024275982,9.46877384406884,9.231318778361375,7.790282380703483,7.616775808698373,10.149409690739677
6.695798917058491,11.872004516724523,10.50594386781157,9.52995706295831,9.154827662045925,7.70796153183549,7.790696031174738,10.144471021978669
6.57507584059962,11.864996828675356,10.397116151473597,9.283683766200392,8.955577146281511,7.512071245835466,7.707512194600341,9.920344669602551
6.656726524178391,11.8789634386217,10.271389240089327,9.28961355287069,8.922791623969637,7.58629630715272,7.44716835960004,9.918129829272997
6.716594773520978,11.8789634386217,10.145060239318704,9.295140973668648,8.904086913938967,7.569927655242652,7.094234845924755,9.912645490320894
6.672032945461067,11.860062063178267,10.037406370101916,8.965590066907914,8.496786381638575,7.432483807917119,6.543911845564792,9.57609397984812
6.70073110954781,11.849404844423074,9.981327836654465,8.975756630519417,8.548110294050959,7.404887575616125,6.682108597449809,9.596146842421163
6.738152494595957,11.849404844423074,10.092412260463655,9.062999784077473,8.646289764750648,7.407924322559599,6.883462586413092,9.678216740205745
6.71295620067707,11.944714374881176,10.11013580132114,9.16868469670735,8.787525625532906,7.365812837209472,6.580639137284949,9.782618510055139
6.71174039505618,11.957617696467539,10.121296902259635,9.013108202446475,8.554874258383926,7.27931883541462,6.478509642208569,9.605755144230846
6.637258031284457,12.025755079404917,10.054017399337825,8.885440911707585,8.497806477616047,7.152268856032539,6.431331081933479,9.50338305067006
6.566672429803241,11.964007453736912,9.98142034359255,8.80071662871916,8.461046030793236,7.069023426578259,6.70073110954781,9.436599066190539
6.56244409369372,11.899554278732099,10.044900305486452,8.754791763700032,8.415824697027949,7.093404625868766,6.206575926724928,9.397732385583243
6.522092798170152,11.65789988570203,10.031528902417012,8.47345026846832,7.674152921281675,7.738488122494646,6.104793232414985,9.130322663990151
6.489204931325317,11.756663486852712,9.963076343947785,8.858226439365012,8.545391845774915,8.18757739559151,6.56244409369372,9.665801266405587
6.486160788944089,11.648338835562747,9.944437538865083,9.040500592684284,8.56331312702979,8.032035314398824,6.431331081933479,9.726153537253213
6.539585955617669,11.663936936922068,9.935857932566579,8.910450756416656,7.925157512224703,7.835579246669965,6.343880434126331,9.44951474036292
6.484635235635252,11.669082701743504,9.624699147254466,9.081597496083457,8.499029220788566,8.059276223305648,6.590301048196686,9.732877151670184
6.428105272684596,11.601220184789732,9.649498121050817,8.850804195756417,8.40200678160712,8.079308192051961,6.78897174299217,9.592946185938265
6.415096959171596,11.602592479298174,10.020292332078212,8.739216115061744,8.28349412616251,7.818832443803404,6.954638864880987,9.448254302193842
6.466144724237619,11.753366547662008,9.93037288131751,8.97979449089521,8.48920515487607,7.917171988845776,6.907755278982137,9.651494322492853
6.453624998892692,11.605422600965156,9.85890850913816,8.983314293397749,8.59062950948942,8.10258642539079,6.459904454377535,9.720225553665117
6.492239835020471,11.709856449148182,9.52806656577634,8.983816112502495,8.512783482927537,8.137980454452139,6.988413181999592,9.703266755854342
6.486160788944089,11.785605568503662,9.426821780416843,8.958540111412168,8.555066843844319,8.142645185942795,7.040536390215956,9.705280486511949
7.252762418053187,14.915455624755587,13.838092652294037,9.97119292889014,7.8636512654486515,7.783640596221253,8.033334015880062,10.181157167204903
7.362645270417825,14.916121181963,13.893832709406393,9.31695010703444,5.993961427306569,0.0,8.033334015880062,9.352273867864849
7.254177846456518,14.728596560173509,13.848943399812663,9.55400099583723,1.791759469228055,4.77912349311153,8.033334015880062,9.562685957753686
7.356279876550748,14.739769856312924,13.838977053326381,10.090713728663538,6.5998704992128365,5.272999558563747,8.033334015880062,10.128469413123979
6.934397209928558,14.73897589072694,13.862267227412627,9.971660087639178,6.042632833682381,4.859812404361672,8.033334015880062,9.996932357245992
7.034387929915503,14.738578671415745,13.832712748229454,9.822928044677711,6.023447592961033,5.627621113690637,8.033334015880062,9.859587910246109
6.913737350659685,14.737386065904724,13.740202789419552,9.734003244543665,5.575949103146316,4.430816798843313,8.033334015880062,9.754291246174
6.836259277277067,14.731001369987837,13.663549811814217,9.858647078062974,5.37989735354046,4.820281565605037,8.033334015880062,9.876219125381935
6.821107472256465,14.715672314412528,13.659801330899661,9.466067273186413,6.885509670034818,4.343805421853684,8.033334015880062,9.54445268330577
6.8966943316227125,14.708492129836065,13.686784742890525,10.675931008412125,7.397561535524052,7.029087564149662,8.033334015880062,10.737700173374677
6.835184586147301,14.70545772517636,13.663277371903579,10.809748150372926,8.036249942132116,6.661854740545311,8.033334015880062,10.88504154286231
7.020190708311925,14.726226177741598,13.656452690897487,11.075985169527042,8.705662478796427,7.541683099882111,8.033334015880062,11.19163145407322
6.927557906278317,14.715672314412528,13.659007613731061,10.835671318412196,8.61993026886735,7.516433302915632,8.033334015880062,10.97124536660834
6.937314081223682,14.69849307934243,13.629925281025121,10.817796321618971,8.341886969516187,7.67275789664251,7.20934025660291,10.937454647710707
6.905753276311464,14.688476582810912,13.60580629351657,10.839600519357369,8.586905803827538,7.786136437783072,7.301147805856032,10.98133575185151
6.815639990074331,14.684626240668285,13.615332518904804,10.589131655274922,8.383433201236713,7.839131648274333,7.461065514354283,10.749591843760111
6.943122422819428,14.679160140133453,13.594689308019632,10.63106031411106,8.200837258379849,7.959625305098115,7.71333788887187,10.776996036514841
12.065556919131206,19.0162867634189,14.309823189646048,15.839109129052725,14.954785148402431,14.099185362030282,11.225256725762893,16.301916167084528
12.085496964065866,19.017239934155707,19.070627995570703,15.900719560819322,15.01584093670498,14.123437071862694,11.186280779387824,16.35932160573369
12.113929943965942,19.015691259459373,19.09074576943881,15.946920066389074,14.860642952851546,13.6921003443981,11.167501278947187,16.313202624858672
12.15378938760617,19.016115868010175,19.111189481881734,15.987858483553733,14.79732719834861,13.750546346233318,11.103286659090351,16.332018582715303
12.189582426148563,19.015614038530682,19.134158828912234,16.06755680874225,14.891093358616656,13.933116689085084,11.024480840985804,16.42290545282525
12.209312391880003,19.01370368117627,19.15182500471667,16.100222167666686,14.879370588380866,13.960347427173513,11.022849732122834,16.44568829471037
12.245942186610623,19.01173429454546,19.17016157916522,16.149198891009526,14.907091182325155,13.857750746372014,10.935158435450356,16.478426842669503
12.272042953671361,19.013902616869867,19.18139834012176,16.20444764393542,15.179968479994173,14.132135709158202,10.864369167738158,16.599779981913574
12.28638454773684,19.013311219749323,19.197300400722806,16.24505917225818,15.229468966245442,14.101854235164575,10.80279487936987,16.636740921439742
12.331898803934969,19.014123610123725,19.21050994473132,16.265329694481377,15.383345129039498,14.330864513342965,10.740648493234978,16.709029081817295
12.323691223219642,19.013869463669103,19.223980347620707,16.20612493470504,15.254065483015662,14.264993189447543,10.713506242327334,16.631057052326717
12.356245423988208,19.01116931652339,19.242639987347566,16.24121340942127,15.289156238286893,14.327745987486955,10.685583814855978,16.668775229645387
12.272005506623822,19.01157369601188,19.25706353973755,16.163949221840962,15.20906227068585,14.2840431057,10.656882813441431,16.594080854863588
12.375072528207637,19.009849791811614,19.27391530293438,16.22045926037537,15.234251053820913,14.283912905843035,10.627309417363993,16.63731869746929
12.368063935850877,19.010548580602315,19.272980687322704,16.276186842475816,15.348746676960753,14.538603359145771,10.466355190329153,16.728223711220092
12.421296921999836,19.009167169520428,19.28519871072178,16.35899353717094,15.466084271676138,14.69659060576067,10.472855631914229,16.82846276378191
12.472788964516715,19.007945055785203,19.277285656197378,16.437339542545104,15.529344701283042,14.661830225791382,10.53006748882396,16.890152020078602
12.550105514119837,19.006354071774386,19.261570493325866,16.483964818190753,15.523539263102814,14.784534906463728,10.219173821397506,16.93218128360785
12.568692881146022,19.007116502346594,19.241961690499256,16.514440361057094,15.615869776453636,15.013305216791448,9.580937944755272,17.003037583902316
12.553184508624774,19.008845120845663,19.241830416520518,16.560109508265423,15.796375603732546,15.106984494330254,10.264931108549963,17.090597590436424
12.63304807232602,19.006092374024117,19.228482578548384,16.61587579122428,15.919129213534196,15.057882295567191,10.599006917241129,17.151644658604248
12.69170968373153,19.006632398474515,19.179462736690702,16.67011356227764,15.944888630293857,14.769679948993819,10.924876765740112,17.160972759567453
12.713254639331328,19.00647654506633,19.140000368441243,16.63813277825633,15.710638710468446,14.5390904306574,10.877688637695117,17.055603734424352
12.756235321835604,19.0067882275962,19.135878562353998,16.633914846067917,15.544241654095883,14.556924432373634,10.728123415808568,17.01346917542259
12.78244721728055,19.00691621192593,19.1349414813804,16.645754851690658,15.623619148977642,14.744875844129998,11.006772241852998,17.05737612196624
12.765045369601486,19.006654661264363,19.14075433300479,16.670387599219417,15.758387683478984,14.691604516493342,10.935265353017014,17.102142260224266
12.807156619159358,19.006654661264363,19.138372838390886,16.633036854097284,15.71842387902444,14.735116189482573,10.827964684213782,17.07164752343079
12.85962104147683,19.006654661264363,19.122612804213816,16.6462503158153,15.740357717228749,14.837530097668367,10.873338008504597,17.096079647564263
12.88909372979111,19.006654661264363,19.113955256405262,16.685010507193507,15.756824589606426,14.83763805207285,10.970970306007317,17.125148088539735
11.02536053477879,17.62401581546139,17.518276496994048,14.291683244386787,13.272335625445832,12.644330802262578,7.796880342783522,14.73212163852131
11.036275799671376,17.54178215537773,17.50465655155341,14.254862306525837,13.266811712770108,12.508770169721908,8.089482474360754,14.69102137776603
11.110116825323272,17.53760718712162,17.559763718998,14.34437313349138,13.292951364319082,12.587931300962664,6.716594773520978,14.764462459224632
11.124317473928487,17.553561079885117,17.502195781514104,14.258849960390037,13.198770561486247,12.29865638469802,7.37650812632622,14.655784235006998
11.1316211207289,17.55248948539467,17.433272563846995,14.31568020796969,13.157732451741687,12.611541086966115,7.37650812632622,14.71851380086204
11.216781020771528,17.57619893809236,17.406763897566176,14.427448225397878,12.861520554956735,12.611541086966115,7.37650812632622,14.743414000548457
11.255707933322267,17.575966233840564,17.42912240627075,14.549800161701729,12.712592010659236,12.611541086966115,7.37650812632622,14.814634316333644
11.206780667152612,17.58889201614018,17.385943693998666,14.350014231044838,12.54254845357358,12.392556361841777,7.37650812632622,14.616435779611178
11.201537959172935,17.59690084554795,17.5022723965122,14.567351556361276,12.7988496158975,12.409017571151187,7.37650812632622,14.818969687832949
